,h_geocode,C000,CA01,CA02,CA03,CE01,CE02,CE03,CNS01,CNS02,CNS03,CNS04,CNS05,CNS06,CNS07,CNS08,CNS09,CNS10,CNS11,CNS12,CNS13,CNS14,CNS15,CNS16,CNS17,CNS18,CNS19,CNS20,CR01,CR02,CR03,CR04,CR05,CR07,CT01,CT02,CD01,CD02,CD03,CD04,CS01,CS02,createdate,h_county,h_tract,year,paradise
128,060070002012009,14,3,6,5,2,8,4,0,0,1,1,0,0,0,0,1,0,2,0,0,0,2,3,1,2,1,0,13,0,1,0,0,0,13,1,0,5,4,2,6,8,20230321,06007,060070002,2013,0
129,060070002012010,6,1,2,3,2,1,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,4,2,1,2,2,0,3,3,20230321,06007,060070002,2013,0
130,060070002012011,22,9,8,5,7,9,6,0,0,0,1,1,1,3,0,0,0,0,1,0,3,2,2,2,6,0,0,21,0,0,0,1,0,21,1,2,3,3,5,12,10,20230321,06007,060070002,2013,0
131,060070002013000,22,5,12,5,10,8,4,0,0,0,0,1,0,1,0,1,0,0,0,0,2,1,5,0,6,3,2,22,0,0,0,0,0,16,6,4,5,4,4,10,12,20230321,06007,060070002,2013,0
132,060070002013001,108,26,51,31,37,31,40,3,0,2,4,4,4,10,1,2,5,2,6,1,4,11,26,1,16,4,2,100,0,1,4,0,3,98,10,6,24,28,24,55,53,20230321,06007,060070002,2013,0
133,060070002013002,3,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,3,0,1,0,0,1,1,2,20230321,06007,060070002,2013,0
134,060070002013003,42,11,19,12,12,17,13,0,0,0,2,2,3,5,0,0,2,1,4,0,2,3,10,0,4,2,2,40,1,0,1,0,0,35,7,4,10,9,8,18,24,20230321,06007,060070002,2013,0
135,060070002013004,69,11,36,22,19,27,23,1,0,0,2,4,0,5,4,0,0,1,4,0,5,9,20,1,7,3,3,60,2,1,2,0,4,63,6,5,16,17,20,22,47,20230321,06007,060070002,2013,0
136,060070002013005,7,1,5,1,1,4,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,1,0,1,7,0,0,0,0,0,6,1,1,2,3,0,3,4,20230321,06007,060070002,2013,0
137,060070002014000,65,16,34,15,18,23,24,2,0,0,5,2,2,10,2,1,1,5,4,0,4,6,7,1,5,4,4,60,0,2,2,0,1,64,1,1,11,21,16,26,39,20230321,06007,060070002,2013,0
138,060070002014001,3,0,3,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,3,0,1,0,1,1,1,2,20230321,06007,060070002,2013,0
139,060070002014002,31,9,15,7,8,10,13,0,0,0,1,6,1,2,0,0,0,0,4,0,4,2,3,1,3,3,1,24,0,1,6,0,0,28,3,2,4,5,11,14,17,20230321,06007,060070002,2013,0
140,060070002014003,183,47,104,32,50,77,56,1,0,0,5,9,8,16,3,3,5,3,8,1,19,23,44,5,12,12,6,172,3,1,4,2,1,157,26,13,47,47,29,87,96,20230321,06007,060070002,2013,0
141,060070002014004,46,15,20,11,16,16,14,2,0,1,1,2,0,5,0,1,1,0,2,0,2,4,7,1,9,3,5,42,0,2,1,0,1,41,5,5,7,10,9,19,27,20230321,06007,060070002,2013,0
142,060070002014005,156,42,82,32,37,70,49,5,0,1,7,9,1,17,1,4,6,4,10,1,8,18,32,6,16,6,4,134,1,4,10,0,7,126,30,13,29,45,27,77,79,20230321,06007,060070002,2013,0
143,060070002014006,59,15,32,12,23,20,16,1,0,0,3,3,1,6,1,4,2,2,5,1,3,7,10,0,7,2,1,49,1,1,3,0,5,50,9,8,6,16,14,30,29,20230321,06007,060070002,2013,0
144,060070002014007,39,12,19,8,17,11,11,0,0,1,0,3,1,2,0,1,0,0,2,0,1,0,13,2,4,6,3,37,1,0,1,0,0,33,6,1,5,14,7,21,18,20230321,06007,060070002,2013,0
145,060070002014008,11,3,7,1,3,6,2,0,0,0,0,2,1,1,1,1,0,0,0,0,0,0,4,0,1,0,0,11,0,0,0,0,0,9,2,2,3,1,2,8,3,20230321,06007,060070002,2013,0
146,060070002021000,350,88,191,71,106,131,113,10,1,5,16,18,14,51,15,6,5,5,19,4,17,12,57,11,40,9,35,305,9,7,15,0,14,303,47,31,61,103,67,179,171,20230321,06007,060070002,2013,0
147,060070002021001,92,23,47,22,31,39,22,1,0,1,3,4,1,9,2,0,0,2,5,0,4,18,23,2,9,3,5,78,1,1,3,0,9,86,6,8,16,27,18,45,47,20230321,06007,060070002,2013,0
148,060070002021002,28,7,18,3,6,12,10,1,0,0,1,1,2,1,0,0,1,0,2,0,3,2,11,0,0,2,1,25,1,0,0,0,2,21,7,4,4,9,4,14,14,20230321,06007,060070002,2013,0
149,060070002021003,18,4,12,2,5,6,7,0,0,1,1,1,0,4,0,0,0,0,2,0,0,2,4,0,1,1,1,17,0,0,1,0,0,16,2,1,5,3,5,5,13,20230321,06007,060070002,2013,0
150,060070002021004,84,22,44,18,24,40,20,2,0,1,5,8,2,8,2,1,3,2,1,0,11,8,16,3,7,1,3,73,3,0,5,1,2,66,18,12,15,22,13,42,42,20230321,06007,060070002,2013,0
151,060070002021006,6,1,4,1,3,1,2,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,2,0,0,0,0,6,0,0,0,0,0,3,3,2,0,2,1,3,3,20230321,06007,060070002,2013,0
152,060070002021007,4,1,1,2,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,4,0,0,0,0,0,3,1,0,1,1,1,1,3,20230321,06007,060070002,2013,0
153,060070002021008,24,11,10,3,9,12,3,0,0,0,1,1,0,4,2,0,0,0,1,0,3,2,6,0,3,1,0,16,0,1,7,0,0,23,1,1,3,5,4,12,12,20230321,06007,060070002,2013,0
154,060070002022000,79,10,48,21,24,38,17,1,0,0,3,2,3,6,3,1,1,0,1,1,8,9,25,2,8,5,0,72,0,1,2,0,4,68,11,9,16,26,18,29,50,20230321,06007,060070002,2013,0
155,060070002022001,35,4,25,6,6,20,9,2,0,0,1,2,1,6,0,0,0,1,3,1,1,3,8,1,1,2,2,30,2,3,0,0,0,30,5,2,7,12,10,18,17,20230321,06007,060070002,2013,0
156,060070002022002,95,22,52,21,37,31,27,4,0,1,4,4,4,14,1,0,3,3,2,1,2,12,20,5,7,5,3,87,1,2,2,0,3,79,16,5,26,26,16,36,59,20230321,06007,060070002,2013,0
157,060070002022003,6,2,3,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,2,0,0,6,0,0,0,0,0,5,1,0,1,1,2,2,4,20230321,06007,060070002,2013,0
158,060070002022004,6,1,3,2,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,1,0,0,5,0,0,1,0,0,5,1,1,2,0,2,1,5,20230321,06007,060070002,2013,0
159,060070002022005,9,1,7,1,1,4,4,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,3,0,0,1,1,6,0,0,2,0,1,7,2,2,4,2,0,4,5,20230321,06007,060070002,2013,0
160,060070002022006,43,13,23,7,16,16,11,0,0,1,2,1,1,9,1,3,0,0,1,0,2,5,7,0,3,5,2,39,0,2,2,0,0,36,7,3,11,9,7,20,23,20230321,06007,060070002,2013,0
161,060070002023000,45,11,23,11,14,20,11,1,0,0,2,1,0,5,1,0,1,0,1,0,2,2,12,3,9,2,3,39,0,0,6,0,0,32,13,2,6,17,9,21,24,20230321,06007,060070002,2013,0
162,060070002023002,12,1,7,4,3,3,6,0,0,0,0,0,2,3,0,1,2,0,1,0,1,1,1,0,0,0,0,10,0,1,1,0,0,12,0,1,5,2,3,3,9,20230321,06007,060070002,2013,0
163,060070002023003,3,0,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,0,1,0,0,0,3,0,1,0,1,1,0,3,20230321,06007,060070002,2013,0
164,060070002023004,49,12,21,16,16,19,14,0,0,1,1,5,1,5,0,0,0,1,3,1,2,8,12,3,5,0,1,45,1,1,0,0,2,42,7,8,7,14,8,14,35,20230321,06007,060070002,2013,0
165,060070002023005,10,2,3,5,3,5,2,0,0,0,1,1,0,2,0,0,1,1,1,0,0,0,2,0,1,0,0,8,0,2,0,0,0,10,0,0,4,2,2,5,5,20230321,06007,060070002,2013,0
166,060070002023006,16,5,7,4,5,7,4,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0,3,0,4,1,1,15,0,1,0,0,0,12,4,1,4,4,2,6,10,20230321,06007,060070002,2013,0
167,060070002023007,14,2,8,4,5,6,3,0,0,0,1,0,0,1,0,0,0,0,2,0,0,2,5,1,1,0,1,11,0,2,1,0,0,12,2,3,3,5,1,7,7,20230321,06007,060070002,2013,0
168,060070002023008,10,1,8,1,4,1,5,0,0,0,1,0,0,1,0,0,0,0,0,0,1,3,1,1,1,1,0,10,0,0,0,0,0,9,1,1,5,1,2,8,2,20230321,06007,060070002,2013,0
169,060070002023009,8,2,4,2,2,4,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2,0,3,0,0,8,0,0,0,0,0,8,0,1,2,2,1,3,5,20230321,06007,060070002,2013,0
170,060070002023010,7,1,6,0,4,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,2,0,0,7,0,0,0,0,0,7,0,0,0,3,3,4,3,20230321,06007,060070002,2013,0
171,060070002023011,6,2,2,2,1,2,3,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,6,0,0,0,0,0,5,1,0,2,2,0,2,4,20230321,06007,060070002,2013,0
172,060070002024000,142,31,79,32,55,56,31,7,0,0,9,7,0,17,2,1,2,2,4,1,6,18,37,7,10,4,8,125,5,2,7,0,3,127,15,13,28,36,34,76,66,20230321,06007,060070002,2013,0
173,060070002024001,10,4,3,3,3,4,3,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,3,0,3,0,1,10,0,0,0,0,0,10,0,0,3,3,0,4,6,20230321,06007,060070002,2013,0
174,060070002024002,5,0,3,2,1,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,5,0,0,0,0,0,5,0,1,1,1,2,3,2,20230321,06007,060070002,2013,0
175,060070002024003,15,2,8,5,5,6,4,0,0,0,1,0,0,4,0,1,0,0,1,0,0,1,4,0,1,0,2,13,1,0,1,0,0,11,4,3,3,5,2,4,11,20230321,06007,060070002,2013,0
176,060070002024004,7,2,5,0,4,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,2,0,1,5,1,0,1,0,0,7,0,0,1,3,1,3,4,20230321,06007,060070002,2013,0
177,060070002024005,8,3,3,2,4,1,3,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,2,0,1,0,1,8,0,0,0,0,0,5,3,1,1,1,2,4,4,20230321,06007,060070002,2013,0
178,060070003001002,223,50,139,34,66,94,63,10,0,3,9,11,3,29,3,3,7,2,8,1,17,17,37,2,33,9,19,176,10,0,21,0,16,177,46,17,54,53,49,117,106,20230321,06007,060070003,2013,0
179,060070003001003,214,67,106,41,70,80,64,8,0,2,10,7,7,40,6,3,5,4,12,2,8,7,38,3,25,8,19,197,7,6,3,0,1,180,34,22,38,52,35,104,110,20230321,06007,060070003,2013,0
180,060070003001004,25,7,14,4,9,10,6,3,0,0,0,1,0,0,0,0,0,3,2,0,1,3,2,2,5,1,2,24,0,0,0,0,1,24,1,0,3,6,9,11,14,20230321,06007,060070003,2013,0
181,060070003001005,46,8,25,13,13,22,11,2,0,2,1,3,1,6,0,0,1,1,1,1,3,6,9,1,5,2,1,44,1,0,1,0,0,40,6,3,16,11,8,20,26,20230321,06007,060070003,2013,0
182,060070003001006,61,20,27,14,25,15,21,1,0,1,1,2,2,12,1,0,3,1,2,1,3,2,11,2,6,3,7,58,1,2,0,0,0,50,11,7,13,8,13,34,27,20230321,06007,060070003,2013,0
183,060070003002000,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,20230321,06007,060070003,2013,0
184,060070003002001,22,2,15,5,6,9,7,0,0,1,0,0,0,1,1,0,0,0,0,0,2,7,7,0,2,1,0,21,0,0,0,0,1,19,3,3,5,7,5,11,11,20230321,06007,060070003,2013,0
185,060070003002004,239,66,125,48,80,103,56,15,0,3,13,16,8,18,2,5,7,4,10,2,14,24,51,1,21,13,12,211,10,2,9,1,6,190,49,28,40,64,41,105,134,20230321,06007,060070003,2013,0
186,060070003002005,4,2,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,3,0,0,0,0,1,2,2,0,1,1,0,2,2,20230321,06007,060070003,2013,0
187,060070003002006,16,5,7,4,6,6,4,0,0,0,0,2,0,2,1,0,0,0,0,1,0,2,3,1,2,1,1,14,0,0,2,0,0,11,5,3,2,5,1,7,9,20230321,06007,060070003,2013,0
188,060070003002007,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,3,0,0,0,0,0,2,1,0,2,1,0,0,3,20230321,06007,060070003,2013,0
189,060070003002008,8,3,5,0,2,3,3,0,0,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,7,0,0,1,0,0,8,0,0,0,4,1,3,5,20230321,06007,060070003,2013,0
190,060070003002010,12,4,7,1,7,4,1,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,3,2,2,1,0,12,0,0,0,0,0,12,0,0,2,3,3,8,4,20230321,06007,060070003,2013,0
191,060070003002011,10,2,7,1,6,1,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,4,0,0,1,0,10,0,0,0,0,0,10,0,0,3,3,2,6,4,20230321,06007,060070003,2013,0
192,060070003002013,24,8,14,2,7,10,7,1,0,0,1,0,0,2,1,0,0,0,1,0,4,6,5,0,3,0,0,18,1,1,3,0,1,21,3,3,4,5,4,11,13,20230321,06007,060070003,2013,0
193,060070003002014,9,2,3,4,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,1,1,0,8,0,0,0,0,1,9,0,1,1,3,2,3,6,20230321,06007,060070003,2013,0
194,060070003002015,15,5,8,2,5,5,5,0,0,0,1,0,0,1,0,0,0,1,1,0,1,3,2,2,1,0,2,15,0,0,0,0,0,8,7,1,1,5,3,5,10,20230321,06007,060070003,2013,0
195,060070003002016,3,0,2,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,0,0,0,0,3,0,0,2,1,0,2,1,20230321,06007,060070003,2013,0
196,060070003002017,52,12,32,8,18,25,9,1,0,0,5,6,2,4,0,0,1,1,2,0,3,3,12,0,6,4,2,49,0,0,1,0,2,42,10,8,14,12,6,23,29,20230321,06007,060070003,2013,0
197,060070003002018,5,2,3,0,2,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,4,0,1,0,0,0,3,2,0,1,1,1,4,1,20230321,06007,060070003,2013,0
198,060070003002019,10,0,8,2,4,1,5,0,0,0,1,0,0,0,0,1,0,0,1,0,0,5,0,0,0,1,1,8,1,0,1,0,0,10,0,1,3,4,2,4,6,20230321,06007,060070003,2013,0
199,060070003002022,64,12,40,12,21,24,19,7,0,1,1,2,1,5,1,0,3,1,4,1,7,7,8,2,11,1,1,56,2,1,4,0,1,56,8,8,14,14,16,29,35,20230321,06007,060070003,2013,0
200,060070003002023,7,1,3,3,5,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,1,1,0,6,0,1,0,0,0,6,1,0,5,1,0,1,6,20230321,06007,060070003,2013,0
201,060070003002024,29,7,19,3,9,12,8,0,0,0,1,3,0,2,0,2,0,0,2,1,5,3,5,1,3,0,1,23,0,3,2,0,1,20,9,4,7,5,6,10,19,20230321,06007,060070003,2013,0
202,060070003003000,4,1,2,1,1,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,4,0,0,0,0,0,4,0,1,0,2,0,0,4,20230321,06007,060070003,2013,0
203,060070003003001,92,23,46,23,39,34,19,5,0,0,5,2,2,10,4,1,0,2,3,0,7,5,20,2,11,7,6,83,2,2,0,0,5,75,17,9,22,25,13,43,49,20230321,06007,060070003,2013,0
204,060070003003002,6,3,3,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,0,6,0,0,0,0,0,5,1,1,0,0,2,1,5,20230321,06007,060070003,2013,0
205,060070003003003,21,5,10,6,13,7,1,1,0,0,0,2,0,0,0,0,0,2,0,2,0,2,7,0,2,2,1,19,0,1,1,0,0,17,4,4,3,8,1,8,13,20230321,06007,060070003,2013,0
206,060070003003004,26,7,15,4,10,9,7,2,0,0,1,0,0,4,0,0,0,1,1,0,4,4,2,1,5,0,1,26,0,0,0,0,0,23,3,4,2,6,7,11,15,20230321,06007,060070003,2013,0
207,060070003003005,33,18,15,0,13,12,8,0,0,0,0,2,2,3,0,1,1,1,2,0,1,3,10,1,4,1,1,31,1,0,1,0,0,31,2,1,5,5,4,18,15,20230321,06007,060070003,2013,0
208,060070003004000,7,3,3,1,3,3,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,3,0,1,0,0,6,0,0,0,0,1,6,1,1,0,2,1,3,4,20230321,06007,060070003,2013,0
209,060070003004001,190,66,95,29,69,73,48,15,0,0,17,12,4,11,1,1,3,2,6,1,9,21,45,7,13,17,5,168,2,7,5,0,8,149,41,18,39,43,24,94,96,20230321,06007,060070003,2013,0
210,060070003004002,8,3,4,1,1,4,3,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,2,0,1,0,1,8,0,0,0,0,0,8,0,1,2,1,1,3,5,20230321,06007,060070003,2013,0
211,060070003004003,20,1,12,7,4,8,8,1,0,0,0,1,2,0,0,0,2,1,1,0,0,3,6,1,0,0,2,18,1,1,0,0,0,17,3,0,4,10,5,9,11,20230321,06007,060070003,2013,0
212,060070003004004,20,4,13,3,6,10,4,1,0,0,1,1,1,0,0,0,0,1,0,1,1,4,4,0,2,1,2,17,0,0,0,0,3,18,2,1,4,5,6,8,12,20230321,06007,060070003,2013,0
213,060070003004005,9,3,2,4,3,4,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,2,0,1,0,8,0,0,0,1,0,8,1,1,2,1,2,3,6,20230321,06007,060070003,2013,0
214,060070004011000,69,21,36,12,15,21,33,3,0,0,3,1,1,7,1,0,1,1,4,1,4,7,21,2,4,2,6,59,0,1,6,0,3,58,11,5,15,15,13,32,37,20230321,06007,060070004,2013,0
215,060070004011001,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,20230321,06007,060070004,2013,0
216,060070004011003,3,0,3,0,0,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,3,0,0,0,2,1,2,1,20230321,06007,060070004,2013,0
217,060070004011004,11,1,8,2,3,0,8,1,0,0,1,0,0,0,1,0,0,0,0,0,0,3,3,0,0,1,1,9,1,0,1,0,0,10,1,0,3,5,2,6,5,20230321,06007,060070004,2013,0
218,060070004011005,3,1,1,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,2,0,0,1,0,0,3,0,1,0,1,0,1,2,20230321,06007,060070004,2013,0
219,060070004011006,16,2,10,4,2,6,8,2,0,0,0,1,0,1,0,0,1,1,0,0,0,2,4,0,1,1,2,15,0,0,1,0,0,15,1,0,5,4,5,9,7,20230321,06007,060070004,2013,0
220,060070004011007,2,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,1,1,1,20230321,06007,060070004,2013,0
221,060070004011008,3,0,2,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,3,0,0,2,1,0,2,1,20230321,06007,060070004,2013,0
222,060070004011009,2,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,1,0,1,1,20230321,06007,060070004,2013,0
223,060070004011010,5,0,4,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,3,1,0,1,0,0,5,0,0,0,3,2,3,2,20230321,06007,060070004,2013,0
224,060070004011011,3,1,1,1,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,2,1,0,0,0,0,2,1,1,0,1,0,1,2,20230321,06007,060070004,2013,0
225,060070004011012,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,20230321,06007,060070004,2013,0
226,060070004011013,7,2,3,2,1,1,5,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,7,0,0,0,0,0,7,0,1,1,2,1,3,4,20230321,06007,060070004,2013,0
227,060070004011015,22,6,12,4,6,6,10,1,0,0,1,1,0,3,0,0,1,0,2,0,1,4,4,0,3,0,1,21,0,0,1,0,0,20,2,2,1,4,9,9,13,20230321,06007,060070004,2013,0
228,060070004011016,3,2,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,3,0,0,0,0,0,3,0,0,0,1,0,0,3,20230321,06007,060070004,2013,0
229,060070004011017,10,1,6,3,2,3,5,0,0,0,0,2,0,2,0,0,0,0,2,0,0,2,2,0,0,0,0,10,0,0,0,0,0,10,0,1,1,5,2,4,6,20230321,06007,060070004,2013,0
230,060070004011019,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,20230321,06007,060070004,2013,0
231,060070004012000,110,36,53,21,27,35,48,5,0,1,6,3,4,11,1,1,4,2,4,1,6,9,22,3,15,3,9,103,2,2,2,0,1,66,44,8,18,22,26,51,59,20230321,06007,060070004,2013,0
232,060070004012001,9,3,5,1,5,2,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,0,1,1,1,9,0,0,0,0,0,5,4,1,1,4,0,2,7,20230321,06007,060070004,2013,0
233,060070004012003,17,3,13,1,3,10,4,3,0,0,1,0,0,2,1,0,0,2,1,1,0,2,4,0,0,0,0,10,2,1,0,0,4,8,9,1,5,3,5,8,9,20230321,06007,060070004,2013,0
234,060070004012004,50,12,28,10,15,24,11,0,0,1,3,2,2,13,2,1,0,3,3,1,1,2,2,1,5,2,6,50,0,0,0,0,0,49,1,5,10,10,13,29,21,20230321,06007,060070004,2013,0
235,060070004012005,17,6,8,3,3,8,6,1,0,0,1,1,1,0,0,0,0,0,1,0,0,6,2,0,3,0,1,13,1,0,3,0,0,15,2,0,1,8,2,8,9,20230321,06007,060070004,2013,0
236,060070004012006,55,14,31,10,15,22,18,1,0,0,4,3,2,10,0,0,3,1,0,2,2,6,8,4,5,1,3,52,0,0,2,0,1,48,7,6,11,11,13,24,31,20230321,06007,060070004,2013,0
237,060070004012007,11,5,6,0,6,4,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,5,2,0,1,0,5,0,0,2,1,3,5,6,1,0,3,2,4,7,20230321,06007,060070004,2013,0
238,060070004012008,8,0,7,1,3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,1,0,1,8,0,0,0,0,0,2,6,2,3,1,2,3,5,20230321,06007,060070004,2013,0
239,060070004012009,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,20230321,06007,060070004,2013,0
240,060070004012012,2,1,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,2,0,0,0,1,0,0,2,20230321,06007,060070004,2013,0
241,060070004012013,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,20230321,06007,060070004,2013,0
242,060070004012015,23,4,17,2,6,5,12,0,0,0,0,3,1,0,0,0,0,1,0,1,2,4,6,0,4,0,1,20,1,0,2,0,0,20,3,4,5,5,5,10,13,20230321,06007,060070004,2013,0
243,060070004012020,27,5,15,7,11,7,9,1,0,0,0,1,1,4,1,0,0,0,2,0,0,7,3,1,2,1,3,23,0,0,4,0,0,25,2,0,8,9,5,11,16,20230321,06007,060070004,2013,0
244,060070004012021,30,6,19,5,5,8,17,0,0,0,2,1,0,4,2,1,1,0,3,0,0,5,8,1,2,0,0,23,1,1,3,0,2,26,4,3,5,5,11,13,17,20230321,06007,060070004,2013,0
245,060070004012022,8,1,6,1,1,2,5,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,2,0,0,0,0,8,0,0,0,0,0,5,3,2,0,3,2,4,4,20230321,06007,060070004,2013,0
246,060070004012023,100,25,63,12,26,27,47,7,0,1,10,4,4,6,2,1,1,2,2,1,0,16,29,1,6,2,5,87,3,1,8,0,1,87,13,7,17,26,25,48,52,20230321,06007,060070004,2013,0
247,060070004012024,50,10,31,9,13,16,21,1,0,0,1,1,2,9,0,1,1,0,2,0,0,5,14,2,6,1,4,41,0,1,8,0,0,47,3,5,9,14,12,26,24,20230321,06007,060070004,2013,0
248,060070004012025,12,2,6,4,3,5,4,2,0,0,0,0,0,2,0,0,2,0,1,0,1,1,1,0,0,1,1,9,0,0,3,0,0,10,2,2,3,3,2,6,6,20230321,06007,060070004,2013,0
249,060070004012026,34,6,24,4,8,9,17,0,0,0,1,2,3,4,0,0,0,0,3,2,0,2,9,2,4,0,2,31,1,0,1,1,0,34,0,2,5,13,8,11,23,20230321,06007,060070004,2013,0
250,060070004012027,32,8,19,5,7,13,12,1,0,1,1,1,0,2,0,0,3,1,2,0,3,2,10,1,2,1,1,31,0,0,0,0,1,27,5,2,8,7,7,17,15,20230321,06007,060070004,2013,0
251,060070004012028,19,3,14,2,2,10,7,2,0,0,1,0,2,0,0,0,1,1,2,0,0,0,6,0,1,1,2,18,0,0,1,0,0,16,3,4,3,6,3,7,12,20230321,06007,060070004,2013,0
252,060070004031000,73,12,40,21,13,29,31,2,0,0,2,0,2,13,0,2,1,4,7,2,3,10,10,2,5,5,3,67,0,0,5,0,1,68,5,4,16,20,21,32,41,20230321,06007,060070004,2013,0
253,060070004031001,25,4,17,4,7,8,10,2,0,0,1,1,2,4,0,1,1,0,0,0,0,2,8,1,2,0,0,25,0,0,0,0,0,24,1,4,4,5,8,12,13,20230321,06007,060070004,2013,0
254,060070004031002,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,2,20230321,06007,060070004,2013,0
255,060070004031005,6,1,3,2,1,2,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,0,0,1,6,0,0,0,0,0,5,1,0,1,3,1,3,3,20230321,06007,060070004,2013,0
256,060070004031006,2,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,2,0,0,0,1,1,1,1,20230321,06007,060070004,2013,0
257,060070004031007,22,2,12,8,5,8,9,0,0,0,1,0,0,3,0,1,0,0,2,0,2,7,4,1,0,1,0,21,0,0,1,0,0,21,1,1,3,10,6,8,14,20230321,06007,060070004,2013,0
